Turbidity,Nitrogen,E.Coli,Phosphorus,period
252,323,118,250,1998-2017
252,251,118,120,2008-2017
252,323,118,120,2008-2017
252,251,118,334,1990-2017
336,120,118,120,2008-2017
336,120,118,334,1990-2017
336,120,118,250,1998-2017
336,251,118,250,1998-2017
336,323,118,334,1990-2017
336,323,118,250,1998-2017
336,251,118,120,2008-2017
336,323,118,120,2008-2017
336,251,118,334,1990-2017
246,316,113,245,1998-2017
246,316,113,114,2008-2017
246,244,113,329,1990-2017
246,244,113,114,2008-2017
246,114,113,329,1990-2017
246,114,113,245,1998-2017
246,244,113,245,1998-2017
246,316,113,329,1990-2017
246,114,113,114,2008-2017
330,316,113,245,1998-2017
330,316,113,114,2008-2017
330,244,113,329,1990-2017
330,244,113,114,2008-2017
330,114,113,329,1990-2017
330,114,113,245,1998-2017
330,244,113,245,1998-2017
330,316,113,329,1990-2017
330,114,113,114,2008-2017
114,316,113,245,1998-2017
114,316,113,114,2008-2017
114,244,113,329,1990-2017
114,244,113,114,2008-2017
114,114,113,329,1990-2017
114,114,113,245,1998-2017
114,244,113,245,1998-2017
114,316,113,329,1990-2017
114,114,113,114,2008-2017
120,120,116,335,1990-2017
120,251,116,251,1998-2017
120,251,116,120,2008-2017
120,323,116,251,1998-2017
120,323,116,120,2008-2017
120,323,116,335,1990-2017
120,251,116,335,1990-2017
120,120,116,120,2008-2017
120,120,116,251,1998-2017
252,120,116,335,1990-2017
252,251,116,251,1998-2017
252,251,116,120,2008-2017
252,323,116,251,1998-2017
252,323,116,120,2008-2017
252,323,116,335,1990-2017
252,251,116,335,1990-2017
252,120,116,120,2008-2017
252,120,116,251,1998-2017
336,120,116,335,1990-2017
336,251,116,251,1998-2017
336,251,116,120,2008-2017
336,323,116,251,1998-2017
336,323,116,120,2008-2017
336,323,116,335,1990-2017
336,251,116,335,1990-2017
336,120,116,120,2008-2017
336,120,116,251,1998-2017
251,250,120,250,1998-2017
251,250,120,119,2008-2017
251,250,120,334,1990-2017
251,322,120,119,2008-2017
251,119,120,250,1998-2017
251,119,120,119,2008-2017
251,322,120,334,1990-2017
251,119,120,334,1990-2017
251,322,120,250,1998-2017
335,250,120,250,1998-2017
335,250,120,119,2008-2017
335,250,120,334,1990-2017
335,322,120,119,2008-2017
335,119,120,250,1998-2017
335,119,120,119,2008-2017
335,322,120,334,1990-2017
335,119,120,334,1990-2017
335,322,120,250,1998-2017
120,250,120,250,1998-2017
120,250,120,119,2008-2017
120,250,120,334,1990-2017
120,322,120,119,2008-2017
120,119,120,250,1998-2017
120,119,120,119,2008-2017
120,322,120,334,1990-2017
120,119,120,334,1990-2017
120,322,120,250,1998-2017
120,324,119,336,1990-2017
120,324,119,252,1998-2017
120,324,119,120,2008-2017
120,120,119,252,1998-2017
120,120,119,120,2008-2017
120,252,119,336,1990-2017
120,120,119,336,1990-2017
120,252,119,252,1998-2017
120,252,119,120,2008-2017
252,324,119,336,1990-2017
252,324,119,252,1998-2017
252,324,119,120,2008-2017
252,120,119,252,1998-2017
252,120,119,120,2008-2017
252,252,119,336,1990-2017
252,120,119,336,1990-2017
252,252,119,252,1998-2017
252,252,119,120,2008-2017
336,324,119,336,1990-2017
336,324,119,252,1998-2017
336,324,119,120,2008-2017
336,120,119,252,1998-2017
336,120,119,120,2008-2017
336,252,119,336,1990-2017
336,120,119,336,1990-2017
336,252,119,252,1998-2017
336,252,119,120,2008-2017
336,250,120,251,1998-2017
336,250,120,120,2008-2017
336,120,120,120,2008-2017
336,120,120,335,1990-2017
336,321,120,251,1998-2017
336,321,120,120,2008-2017
336,250,120,335,1990-2017
336,120,120,251,1998-2017
336,321,120,335,1990-2017
120,250,120,251,1998-2017
120,250,120,120,2008-2017
120,120,120,120,2008-2017
120,120,120,335,1990-2017
120,321,120,251,1998-2017
120,321,120,120,2008-2017
120,250,120,335,1990-2017
120,120,120,251,1998-2017
120,321,120,335,1990-2017
252,250,120,251,1998-2017
252,250,120,120,2008-2017
252,120,120,120,2008-2017
252,120,120,335,1990-2017
252,321,120,251,1998-2017
252,321,120,120,2008-2017
252,250,120,335,1990-2017
252,120,120,251,1998-2017
252,321,120,335,1990-2017
252,251,120,252,1998-2017
252,251,120,336,1990-2017
252,251,120,120,2008-2017
252,120,120,252,1998-2017
252,120,120,336,1990-2017
252,323,120,120,2008-2017
252,120,120,120,2008-2017
252,323,120,336,1990-2017
252,323,120,252,1998-2017
336,251,120,252,1998-2017
336,251,120,336,1990-2017
336,251,120,120,2008-2017
336,120,120,252,1998-2017
336,120,120,336,1990-2017
336,323,120,120,2008-2017
336,120,120,120,2008-2017
336,323,120,336,1990-2017
336,323,120,252,1998-2017
120,251,120,252,1998-2017
120,251,120,336,1990-2017
120,251,120,120,2008-2017
120,120,120,252,1998-2017
120,120,120,336,1990-2017
120,323,120,120,2008-2017
120,120,120,120,2008-2017
120,323,120,336,1990-2017
120,323,120,252,1998-2017
252,321,119,250,1998-2017
252,321,119,120,2008-2017
252,321,119,334,1990-2017
252,249,119,120,2008-2017
252,120,119,334,1990-2017
252,249,119,334,1990-2017
252,249,119,250,1998-2017
252,120,119,250,1998-2017
252,120,119,120,2008-2017
120,321,119,250,1998-2017
120,321,119,120,2008-2017
120,321,119,334,1990-2017
120,249,119,120,2008-2017
120,120,119,334,1990-2017
120,249,119,334,1990-2017
120,249,119,250,1998-2017
120,120,119,250,1998-2017
120,120,119,120,2008-2017
336,321,119,250,1998-2017
336,321,119,120,2008-2017
336,321,119,334,1990-2017
336,249,119,120,2008-2017
336,120,119,334,1990-2017
336,249,119,334,1990-2017
336,249,119,250,1998-2017
336,120,119,250,1998-2017
336,120,119,120,2008-2017
336,324,120,119,2008-2017
336,324,120,251,1998-2017
336,120,120,251,1998-2017
336,252,120,335,1990-2017
336,120,120,335,1990-2017
336,120,120,119,2008-2017
336,324,120,335,1990-2017
336,252,120,119,2008-2017
336,252,120,251,1998-2017
120,324,120,119,2008-2017
120,324,120,251,1998-2017
120,120,120,251,1998-2017
120,252,120,335,1990-2017
120,120,120,335,1990-2017
120,120,120,119,2008-2017
120,324,120,335,1990-2017
120,252,120,119,2008-2017
120,252,120,251,1998-2017
252,324,120,119,2008-2017
252,324,120,251,1998-2017
252,120,120,251,1998-2017
252,252,120,335,1990-2017
252,120,120,335,1990-2017
252,120,120,119,2008-2017
252,324,120,335,1990-2017
252,252,120,119,2008-2017
252,252,120,251,1998-2017
120,120,119,251,1998-2017
120,120,119,335,1990-2017
120,252,119,120,2008-2017
120,252,119,251,1998-2017
120,120,119,120,2008-2017
120,324,119,335,1990-2017
120,324,119,251,1998-2017
120,324,119,120,2008-2017
120,252,119,335,1990-2017
336,120,119,251,1998-2017
336,120,119,335,1990-2017
336,252,119,120,2008-2017
336,252,119,251,1998-2017
336,120,119,120,2008-2017
336,324,119,335,1990-2017
336,324,119,251,1998-2017
336,324,119,120,2008-2017
336,252,119,335,1990-2017
252,120,119,251,1998-2017
252,120,119,335,1990-2017
252,252,119,120,2008-2017
252,252,119,251,1998-2017
252,120,119,120,2008-2017
252,324,119,335,1990-2017
252,324,119,251,1998-2017
252,324,119,120,2008-2017
252,252,119,335,1990-2017
120,120,119,120,2008-2017
120,323,119,252,1998-2017
120,323,119,336,1990-2017
120,120,119,336,1990-2017
120,251,119,252,1998-2017
120,251,119,336,1990-2017
120,251,119,120,2008-2017
120,323,119,120,2008-2017
120,120,119,252,1998-2017
252,120,119,120,2008-2017
252,323,119,252,1998-2017
252,323,119,336,1990-2017
252,120,119,336,1990-2017
252,251,119,252,1998-2017
252,251,119,336,1990-2017
252,251,119,120,2008-2017
252,323,119,120,2008-2017
252,120,119,252,1998-2017
336,120,119,120,2008-2017
336,323,119,252,1998-2017
336,323,119,336,1990-2017
336,120,119,336,1990-2017
336,251,119,252,1998-2017
336,251,119,336,1990-2017
336,251,119,120,2008-2017
336,323,119,120,2008-2017
336,120,119,252,1998-2017
251,322,118,249,1998-2017
251,322,118,333,1990-2017
251,322,118,119,2008-2017
251,119,118,249,1998-2017
251,119,118,333,1990-2017
251,119,118,119,2008-2017
251,250,118,249,1998-2017
251,250,118,333,1990-2017
251,250,118,119,2008-2017
119,322,118,249,1998-2017
119,322,118,333,1990-2017
119,322,118,119,2008-2017
119,119,118,249,1998-2017
119,119,118,333,1990-2017
119,119,118,119,2008-2017
119,250,118,249,1998-2017
119,250,118,333,1990-2017
119,250,118,119,2008-2017
335,322,118,249,1998-2017
335,322,118,333,1990-2017
335,322,118,119,2008-2017
335,119,118,249,1998-2017
335,119,118,333,1990-2017
335,119,118,119,2008-2017
335,250,118,249,1998-2017
335,250,118,333,1990-2017
335,250,118,119,2008-2017
119,322,119,251,1998-2017
119,252,119,333,1990-2017
119,322,119,333,1990-2017
119,322,119,119,2008-2017
119,252,119,119,2008-2017
119,252,119,251,1998-2017
119,120,119,333,1990-2017
119,120,119,119,2008-2017
119,120,119,251,1998-2017
333,322,119,251,1998-2017
333,252,119,333,1990-2017
333,322,119,333,1990-2017
333,322,119,119,2008-2017
333,252,119,119,2008-2017
333,252,119,251,1998-2017
333,120,119,333,1990-2017
333,120,119,119,2008-2017
333,120,119,251,1998-2017
251,322,119,251,1998-2017
251,252,119,333,1990-2017
251,322,119,333,1990-2017
251,322,119,119,2008-2017
251,252,119,119,2008-2017
251,252,119,251,1998-2017
251,120,119,333,1990-2017
251,120,119,119,2008-2017
251,120,119,251,1998-2017
335,249,118,118,2008-2017
335,249,118,249,1998-2017
335,321,118,333,1990-2017
335,249,118,333,1990-2017
335,321,118,249,1998-2017
335,118,118,333,1990-2017
335,118,118,118,2008-2017
335,321,118,118,2008-2017
335,118,118,249,1998-2017
119,249,118,118,2008-2017
119,249,118,249,1998-2017
119,321,118,333,1990-2017
119,249,118,333,1990-2017
119,321,118,249,1998-2017
119,118,118,333,1990-2017
119,118,118,118,2008-2017
119,321,118,118,2008-2017
119,118,118,249,1998-2017
251,249,118,118,2008-2017
251,249,118,249,1998-2017
251,321,118,333,1990-2017
251,249,118,333,1990-2017
251,321,118,249,1998-2017
251,118,118,333,1990-2017
251,118,118,118,2008-2017
251,321,118,118,2008-2017
251,118,118,249,1998-2017
252,120,119,252,1998-2017
252,120,119,336,1990-2017
252,120,119,120,2008-2017
252,252,119,120,2008-2017
252,324,119,252,1998-2017
252,324,119,336,1990-2017
252,324,119,120,2008-2017
252,252,119,252,1998-2017
252,252,119,336,1990-2017
120,120,119,252,1998-2017
120,120,119,336,1990-2017
120,120,119,120,2008-2017
120,252,119,120,2008-2017
120,324,119,252,1998-2017
120,324,119,336,1990-2017
120,324,119,120,2008-2017
120,252,119,252,1998-2017
120,252,119,336,1990-2017
336,120,119,252,1998-2017
336,120,119,336,1990-2017
336,120,119,120,2008-2017
336,252,119,120,2008-2017
336,324,119,252,1998-2017
336,324,119,336,1990-2017
336,324,119,120,2008-2017
336,252,119,252,1998-2017
336,252,119,336,1990-2017
120,252,120,252,1998-2017
120,324,120,120,2008-2017
120,252,120,120,2008-2017
120,252,120,336,1990-2017
120,324,120,252,1998-2017
120,120,120,120,2008-2017
120,120,120,336,1990-2017
120,324,120,336,1990-2017
120,120,120,252,1998-2017
335,252,120,252,1998-2017
335,324,120,120,2008-2017
335,252,120,120,2008-2017
335,252,120,336,1990-2017
335,324,120,252,1998-2017
335,120,120,120,2008-2017
335,120,120,336,1990-2017
335,324,120,336,1990-2017
335,120,120,252,1998-2017
251,252,120,252,1998-2017
251,324,120,120,2008-2017
251,252,120,120,2008-2017
251,252,120,336,1990-2017
251,324,120,252,1998-2017
251,120,120,120,2008-2017
251,120,120,336,1990-2017
251,324,120,336,1990-2017
251,120,120,252,1998-2017
252,323,120,251,1998-2017
252,323,120,119,2008-2017
252,251,120,335,1990-2017
252,251,120,119,2008-2017
252,119,120,335,1990-2017
252,119,120,251,1998-2017
252,251,120,251,1998-2017
252,323,120,335,1990-2017
252,119,120,119,2008-2017
120,323,120,251,1998-2017
120,323,120,119,2008-2017
120,251,120,335,1990-2017
120,251,120,119,2008-2017
120,119,120,335,1990-2017
120,119,120,251,1998-2017
120,251,120,251,1998-2017
120,323,120,335,1990-2017
120,119,120,119,2008-2017
336,323,120,251,1998-2017
336,323,120,119,2008-2017
336,251,120,335,1990-2017
336,251,120,119,2008-2017
336,119,120,335,1990-2017
336,119,120,251,1998-2017
336,251,120,251,1998-2017
336,323,120,335,1990-2017
336,119,120,119,2008-2017
252,251,120,120,2008-2017
252,119,120,335,1990-2017
252,119,120,252,1998-2017
252,251,120,252,1998-2017
252,322,120,335,1990-2017
252,322,120,252,1998-2017
252,322,120,120,2008-2017
252,119,120,120,2008-2017
252,251,120,335,1990-2017
335,251,120,120,2008-2017
335,119,120,335,1990-2017
335,119,120,252,1998-2017
335,251,120,252,1998-2017
335,322,120,335,1990-2017
335,322,120,252,1998-2017
335,322,120,120,2008-2017
335,119,120,120,2008-2017
335,251,120,335,1990-2017
120,251,120,120,2008-2017
120,119,120,335,1990-2017
120,119,120,252,1998-2017
120,251,120,252,1998-2017
120,322,120,335,1990-2017
120,322,120,252,1998-2017
120,322,120,120,2008-2017
120,119,120,120,2008-2017
120,251,120,335,1990-2017
335,251,120,333,1990-2017
335,251,120,251,1998-2017
335,251,120,120,2008-2017
335,120,120,120,2008-2017
335,322,120,251,1998-2017
335,322,120,120,2008-2017
335,120,120,333,1990-2017
335,322,120,333,1990-2017
335,120,120,251,1998-2017
120,251,120,333,1990-2017
120,251,120,251,1998-2017
120,251,120,120,2008-2017
120,120,120,120,2008-2017
120,322,120,251,1998-2017
120,322,120,120,2008-2017
120,120,120,333,1990-2017
120,322,120,333,1990-2017
120,120,120,251,1998-2017
252,251,120,333,1990-2017
252,251,120,251,1998-2017
252,251,120,120,2008-2017
252,120,120,120,2008-2017
252,322,120,251,1998-2017
252,322,120,120,2008-2017
252,120,120,333,1990-2017
252,322,120,333,1990-2017
252,120,120,251,1998-2017
248,322,116,251,1998-2017
248,322,116,120,2008-2017
248,120,116,333,1990-2017
248,120,116,120,2008-2017
248,251,116,333,1990-2017
248,251,116,251,1998-2017
248,120,116,251,1998-2017
248,322,116,333,1990-2017
248,251,116,120,2008-2017
331,322,116,251,1998-2017
331,322,116,120,2008-2017
331,120,116,333,1990-2017
331,120,116,120,2008-2017
331,251,116,333,1990-2017
331,251,116,251,1998-2017
331,120,116,251,1998-2017
331,322,116,333,1990-2017
331,251,116,120,2008-2017
116,322,116,251,1998-2017
116,322,116,120,2008-2017
116,120,116,333,1990-2017
116,120,116,120,2008-2017
116,251,116,333,1990-2017
116,251,116,251,1998-2017
116,120,116,251,1998-2017
116,322,116,333,1990-2017
116,251,116,120,2008-2017
249,250,118,117,2008-2017
249,118,118,249,1998-2017
249,118,118,332,1990-2017
249,321,118,249,1998-2017
249,321,118,332,1990-2017
249,321,118,117,2008-2017
249,118,118,117,2008-2017
249,250,118,332,1990-2017
249,250,118,249,1998-2017
118,250,118,117,2008-2017
118,118,118,249,1998-2017
118,118,118,332,1990-2017
118,321,118,249,1998-2017
118,321,118,332,1990-2017
118,321,118,117,2008-2017
118,118,118,117,2008-2017
118,250,118,332,1990-2017
118,250,118,249,1998-2017
332,250,118,117,2008-2017
332,118,118,249,1998-2017
332,118,118,332,1990-2017
332,321,118,249,1998-2017
332,321,118,332,1990-2017
332,321,118,117,2008-2017
332,118,118,117,2008-2017
332,250,118,332,1990-2017
332,250,118,249,1998-2017
120,120,120,120,2008-2017
120,120,120,334,1990-2017
120,120,120,251,1998-2017
120,322,120,120,2008-2017
120,322,120,334,1990-2017
120,251,120,120,2008-2017
120,251,120,334,1990-2017
120,322,120,251,1998-2017
120,251,120,251,1998-2017
251,120,120,120,2008-2017
251,120,120,334,1990-2017
251,120,120,251,1998-2017
251,322,120,120,2008-2017
251,322,120,334,1990-2017
251,251,120,120,2008-2017
251,251,120,334,1990-2017
251,322,120,251,1998-2017
251,251,120,251,1998-2017
334,120,120,120,2008-2017
334,120,120,334,1990-2017
334,120,120,251,1998-2017
334,322,120,120,2008-2017
334,322,120,334,1990-2017
334,251,120,120,2008-2017
334,251,120,334,1990-2017
334,322,120,251,1998-2017
334,251,120,251,1998-2017
120,252,120,120,2008-2017
120,252,120,252,1998-2017
120,252,120,334,1990-2017
120,120,120,120,2008-2017
120,120,120,252,1998-2017
120,120,120,334,1990-2017
120,323,120,120,2008-2017
120,323,120,252,1998-2017
120,323,120,334,1990-2017
335,252,120,120,2008-2017
335,252,120,252,1998-2017
335,252,120,334,1990-2017
335,120,120,120,2008-2017
335,120,120,252,1998-2017
335,120,120,334,1990-2017
335,323,120,120,2008-2017
335,323,120,252,1998-2017
335,323,120,334,1990-2017
252,252,120,120,2008-2017
252,252,120,252,1998-2017
252,252,120,334,1990-2017
252,120,120,120,2008-2017
252,120,120,252,1998-2017
252,120,120,334,1990-2017
252,323,120,120,2008-2017
252,323,120,252,1998-2017
252,323,120,334,1990-2017
119,119,119,251,1998-2017
119,251,119,251,1998-2017
119,251,119,333,1990-2017
119,119,119,333,1990-2017
119,251,119,119,2008-2017
119,322,119,119,2008-2017
119,322,119,251,1998-2017
119,322,119,333,1990-2017
119,119,119,119,2008-2017
333,119,119,251,1998-2017
333,251,119,251,1998-2017
333,251,119,333,1990-2017
333,119,119,333,1990-2017
333,251,119,119,2008-2017
333,322,119,119,2008-2017
333,322,119,251,1998-2017
333,322,119,333,1990-2017
333,119,119,119,2008-2017
251,119,119,251,1998-2017
251,251,119,251,1998-2017
251,251,119,333,1990-2017
251,119,119,333,1990-2017
251,251,119,119,2008-2017
251,322,119,119,2008-2017
251,322,119,251,1998-2017
251,322,119,333,1990-2017
251,119,119,119,2008-2017
252,324,120,252,1998-2017
252,252,120,336,1990-2017
252,324,120,336,1990-2017
252,324,120,120,2008-2017
252,252,120,252,1998-2017
252,120,120,336,1990-2017
252,120,120,120,2008-2017
252,252,120,120,2008-2017
252,120,120,252,1998-2017
120,324,120,252,1998-2017
120,252,120,336,1990-2017
120,324,120,336,1990-2017
120,324,120,120,2008-2017
120,252,120,252,1998-2017
120,120,120,336,1990-2017
120,120,120,120,2008-2017
120,252,120,120,2008-2017
120,120,120,252,1998-2017
336,324,120,252,1998-2017
336,252,120,336,1990-2017
336,324,120,336,1990-2017
336,324,120,120,2008-2017
336,252,120,252,1998-2017
336,120,120,336,1990-2017
336,120,120,120,2008-2017
336,252,120,120,2008-2017
336,120,120,252,1998-2017
336,252,120,250,1998-2017
336,252,120,120,2008-2017
336,324,120,334,1990-2017
336,324,120,120,2008-2017
336,120,120,334,1990-2017
336,120,120,250,1998-2017
336,324,120,250,1998-2017
336,252,120,334,1990-2017
336,120,120,120,2008-2017
252,252,120,250,1998-2017
252,252,120,120,2008-2017
252,324,120,334,1990-2017
252,324,120,120,2008-2017
252,120,120,334,1990-2017
252,120,120,250,1998-2017
252,324,120,250,1998-2017
252,252,120,334,1990-2017
252,120,120,120,2008-2017
120,252,120,250,1998-2017
120,252,120,120,2008-2017
120,324,120,334,1990-2017
120,324,120,120,2008-2017
120,120,120,334,1990-2017
120,120,120,250,1998-2017
120,324,120,250,1998-2017
120,252,120,334,1990-2017
120,120,120,120,2008-2017
120,252,120,120,2008-2017
120,324,120,252,1998-2017
120,324,120,335,1990-2017
120,252,120,335,1990-2017
120,120,120,252,1998-2017
120,120,120,335,1990-2017
120,120,120,120,2008-2017
120,324,120,120,2008-2017
120,252,120,252,1998-2017
336,252,120,120,2008-2017
336,324,120,252,1998-2017
336,324,120,335,1990-2017
336,252,120,335,1990-2017
336,120,120,252,1998-2017
336,120,120,335,1990-2017
336,120,120,120,2008-2017
336,324,120,120,2008-2017
336,252,120,252,1998-2017
252,252,120,120,2008-2017
252,324,120,252,1998-2017
252,324,120,335,1990-2017
252,252,120,335,1990-2017
252,120,120,252,1998-2017
252,120,120,335,1990-2017
252,120,120,120,2008-2017
252,324,120,120,2008-2017
252,252,120,252,1998-2017
252,120,120,252,1998-2017
252,120,120,120,2008-2017
252,120,120,336,1990-2017
252,323,120,336,1990-2017
252,251,120,120,2008-2017
252,251,120,336,1990-2017
252,323,120,252,1998-2017
252,251,120,252,1998-2017
252,323,120,120,2008-2017
336,120,120,252,1998-2017
336,120,120,120,2008-2017
336,120,120,336,1990-2017
336,323,120,336,1990-2017
336,251,120,120,2008-2017
336,251,120,336,1990-2017
336,323,120,252,1998-2017
336,251,120,252,1998-2017
336,323,120,120,2008-2017
120,120,120,252,1998-2017
120,120,120,120,2008-2017
120,120,120,336,1990-2017
120,323,120,336,1990-2017
120,251,120,120,2008-2017
120,251,120,336,1990-2017
120,323,120,252,1998-2017
120,251,120,252,1998-2017
120,323,120,120,2008-2017
120,251,120,120,2008-2017
120,251,120,336,1990-2017
120,120,120,252,1998-2017
120,120,120,336,1990-2017
120,323,120,252,1998-2017
120,323,120,120,2008-2017
120,120,120,120,2008-2017
120,251,120,252,1998-2017
120,323,120,336,1990-2017
336,251,120,120,2008-2017
336,251,120,336,1990-2017
336,120,120,252,1998-2017
336,120,120,336,1990-2017
336,323,120,252,1998-2017
336,323,120,120,2008-2017
336,120,120,120,2008-2017
336,251,120,252,1998-2017
336,323,120,336,1990-2017
252,251,120,120,2008-2017
252,251,120,336,1990-2017
252,120,120,252,1998-2017
252,120,120,336,1990-2017
252,323,120,252,1998-2017
252,323,120,120,2008-2017
252,120,120,120,2008-2017
252,251,120,252,1998-2017
252,323,120,336,1990-2017
335,119,119,119,2008-2017
335,323,119,251,1998-2017
335,323,119,335,1990-2017
335,251,119,251,1998-2017
335,251,119,335,1990-2017
335,251,119,119,2008-2017
335,323,119,119,2008-2017
335,119,119,335,1990-2017
335,119,119,251,1998-2017
251,119,119,119,2008-2017
251,323,119,251,1998-2017
251,323,119,335,1990-2017
251,251,119,251,1998-2017
251,251,119,335,1990-2017
251,251,119,119,2008-2017
251,323,119,119,2008-2017
251,119,119,335,1990-2017
251,119,119,251,1998-2017
119,119,119,119,2008-2017
119,323,119,251,1998-2017
119,323,119,335,1990-2017
119,251,119,251,1998-2017
119,251,119,335,1990-2017
119,251,119,119,2008-2017
119,323,119,119,2008-2017
119,119,119,335,1990-2017
119,119,119,251,1998-2017
120,252,120,251,1998-2017
120,252,120,332,1990-2017
120,252,120,119,2008-2017
120,324,120,332,1990-2017
120,120,120,251,1998-2017
120,120,120,332,1990-2017
120,324,120,119,2008-2017
120,120,120,119,2008-2017
120,324,120,251,1998-2017
335,252,120,251,1998-2017
335,252,120,332,1990-2017
335,252,120,119,2008-2017
335,324,120,332,1990-2017
335,120,120,251,1998-2017
335,120,120,332,1990-2017
335,324,120,119,2008-2017
335,120,120,119,2008-2017
335,324,120,251,1998-2017
252,252,120,251,1998-2017
252,252,120,332,1990-2017
252,252,120,119,2008-2017
252,324,120,332,1990-2017
252,120,120,251,1998-2017
252,120,120,332,1990-2017
252,324,120,119,2008-2017
252,120,120,119,2008-2017
252,324,120,251,1998-2017
119,119,119,335,1990-2017
119,119,119,119,2008-2017
119,119,119,251,1998-2017
119,251,119,119,2008-2017
119,251,119,251,1998-2017
119,323,119,335,1990-2017
119,251,119,335,1990-2017
119,323,119,119,2008-2017
119,323,119,251,1998-2017
335,119,119,335,1990-2017
335,119,119,119,2008-2017
335,119,119,251,1998-2017
335,251,119,119,2008-2017
335,251,119,251,1998-2017
335,323,119,335,1990-2017
335,251,119,335,1990-2017
335,323,119,119,2008-2017
335,323,119,251,1998-2017
251,119,119,335,1990-2017
251,119,119,119,2008-2017
251,119,119,251,1998-2017
251,251,119,119,2008-2017
251,251,119,251,1998-2017
251,323,119,335,1990-2017
251,251,119,335,1990-2017
251,323,119,119,2008-2017
251,323,119,251,1998-2017
117,120,120,241,1998-2017
117,120,120,120,2008-2017
117,119,120,120,2008-2017
117,120,120,120,2008-2017
117,120,120,120,2008-2017
117,120,120,120,2008-2017
117,120,120,120,2008-2017
117,120,120,248,1998-2017
117,120,73,120,2008-2017
117,120,73,248,1998-2017
110,113,119,249,1998-2017
110,113,119,119,2008-2017
110,113,73,119,2008-2017
110,113,73,249,1998-2017
117,119,119,119,2008-2017
117,119,217,220,1998-2017
117,119,119,220,1998-2017
117,119,217,119,2008-2017
118,120,120,251,1998-2017
118,120,218,120,2008-2017
118,120,120,120,2008-2017
118,120,218,251,1998-2017
118,120,120,120,2008-2017
118,120,120,120,2008-2017
118,120,120,240,1998-2017
118,120,120,120,2008-2017
116,120,119,120,2008-2017
113,117,216,244,1998-2017
113,117,119,244,1998-2017
113,117,119,117,2008-2017
113,117,216,117,2008-2017
116,118,119,119,2008-2017
111,113,115,114,2008-2017
116,120,119,120,2008-2017
117,120,119,120,2008-2017
116,120,119,120,2008-2017
116,120,119,120,2008-2017
115,119,119,119,2008-2017
116,118,118,118,2008-2017
117,120,120,120,2008-2017
117,120,120,120,2008-2017
118,120,120,120,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,74,40,2008-2017
40,76,40,78,1998-2017
40,40,40,40,2008-2017
40,76,74,78,1998-2017
40,76,74,40,2008-2017
40,76,40,40,2008-2017
40,40,40,78,1998-2017
40,40,74,78,1998-2017
40,81,78,40,2008-2017
40,81,40,82,1998-2017
40,40,78,40,2008-2017
40,81,78,82,1998-2017
40,81,40,40,2008-2017
40,40,40,82,1998-2017
40,40,78,82,1998-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,40,84,1998-2017
40,84,78,40,2008-2017
40,84,40,84,1998-2017
40,84,40,40,2008-2017
40,40,78,84,1998-2017
40,40,78,40,2008-2017
40,84,78,84,1998-2017
40,40,40,40,2008-2017
40,40,76,82,1998-2017
40,82,40,82,1998-2017
40,82,40,40,2008-2017
40,82,76,82,1998-2017
40,40,76,40,2008-2017
40,82,76,40,2008-2017
40,40,40,82,1998-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,81,40,110,1990-2017
40,103,77,110,1990-2017
40,103,77,83,1998-2017
40,81,77,40,2008-2017
40,81,40,40,2008-2017
40,81,40,83,1998-2017
40,81,77,110,1990-2017
40,40,40,83,1998-2017
40,40,77,110,1990-2017
40,40,77,40,2008-2017
40,103,77,40,2008-2017
40,40,40,40,2008-2017
40,103,40,110,1990-2017
40,81,77,83,1998-2017
40,40,40,110,1990-2017
40,40,77,83,1998-2017
40,103,40,40,2008-2017
40,103,40,83,1998-2017
40,40,76,82,1998-2017
40,40,76,40,2008-2017
40,81,76,82,1998-2017
40,40,40,40,2008-2017
40,40,40,82,1998-2017
40,81,76,40,2008-2017
40,81,40,82,1998-2017
40,81,40,40,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
36,103,78,40,2008-2017
36,103,78,111,1990-2017
36,83,78,40,2008-2017
36,83,78,111,1990-2017
36,40,40,84,1998-2017
36,40,40,40,2008-2017
36,40,40,111,1990-2017
36,83,40,84,1998-2017
36,103,78,84,1998-2017
36,83,40,111,1990-2017
36,83,78,84,1998-2017
36,103,40,84,1998-2017
36,40,78,84,1998-2017
36,40,78,40,2008-2017
36,40,78,111,1990-2017
36,83,40,40,2008-2017
36,103,40,40,2008-2017
36,103,40,111,1990-2017
36,40,40,40,2008-2017
40,40,40,40,2008-2017
40,72,72,40,2008-2017
40,72,72,72,1998-2017
40,40,72,72,1998-2017
40,72,40,72,1998-2017
40,40,40,72,1998-2017
40,72,40,40,2008-2017
40,40,72,40,2008-2017
40,40,40,40,2008-2017
40,40,40,40,2008-2017
40,40,74,40,2008-2017
40,74,40,40,2008-2017
40,74,74,74,1998-2017
40,74,74,40,2008-2017
40,74,40,74,1998-2017
40,40,40,74,1998-2017
40,40,74,74,1998-2017
40,40,40,40,2008-2017
39,39,39,39,2008-2017
